x,y
0.879353,1.23178,
1.78891,1.02752,
1.19374,2.00828,
1.72126,1.19691,
1.10219,2.26017,
1.09853,0.91275,
1.06437,0.550515,
0.850493,0.300801,
2.31761,2.20871,
1.37701,1.11603,
0.89489,0.930514,
0.569599,0.786602,
1.82662,1.62745,
1.60372,1.05733,
0.787339,0.804463,
1.38419,1.0121,
1.07805,1.13223,
1.31704,0.622437,
0.594141,1.03711,
0.669062,1.49124,
1.07591,1.3798,
0.970173,1.65326,
0.924425,3.20623,
1.92301,1.8113,
1.54461,1.03293,
3.16248,1.54067,
1.6987,0.548955,
0.668773,0.801633,
0.856945,0.898474,
1.11893,2.65814,
1.11202,0.361523,
0.722223,2.18375,
1.22884,1.30598,
0.811878,1.29876,
1.97447,1.03417,
0.294505,0.453212,
0.667664,0.389776,
1.8968,0.636991,
1.98316,0.316072,
1.29435,0.905818,
0.452991,1.296,
0.533559,0.58282,
2.35813,0.944727,
2.10832,1.75118,
0.490274,1.43757,
1.34439,1.95163,
0.803572,0.900381,
1.11836,3.20549,
1.19183,1.15254,
0.811609,1.43604,
1.18544,2.08255,
0.783645,1.45361,
1.01338,1.82692,
1.71115,0.519674,
0.644067,2.58649,
0.853305,0.696876,
2.6851,1.52489,
1.15274,1.06033,
2.774,1.67146,
0.875058,3.1786,
1.44035,0.938626,
0.99097,1.18492,
0.293877,1.51068,
1.85236,1.28307,
1.34699,1.9653,
1.18142,2.76367,
0.629143,0.790683,
0.144749,1.77199,
2.7112,0.451985,
0.030955,1.24884,
1.26737,1.04221,
0.657114,1.52037,
0.301762,0.739608,
1.29036,1.78985,
2.8069,2.39326,
1.62665,2.60096,
2.014,1.61096,
1.50781,1.51729,
0.692984,1.84364,
1.38669,1.49742,
1.6303,1.58753,
1.17736,0.339888,
0.597951,1.56301,
1.56716,2.30783,
1.1682,1.19466,
1.02263,0.986127,
0.24423,0.489311,
0.3578,0.30519,
2.16979,0.559283,
1.16452,2.76933,
1.65273,0.532025,
0.874314,0.989686,
1.2149,0.433266,
0.599556,0.690281,
2.04695,0.792392,
0.354749,0.777405,
1.63176,1.33895,
1.06817,1.42879,
1.14116,0.922597,
1.28879,0.799965,
1.58188,0.974535,
1.58232,0.427046,
1.34724,0.769851,
0.689261,1.44865,
1.22414,1.24578,
1.45077,2.11225,
1.57772,2.5122,
2.08115,2.23095,
0.463514,0.64402,
1.06116,1.43214,
1.62643,0.548801,
1.70332,2.02396,
0.454368,0.582959,
0.403204,1.47876,
1.12007,1.02485,
1.16353,1.04253,
1.13127,1.22659,
0.631289,1.45725,
1.59789,2.06355,
0.451656,0.212988,
1.83193,1.09524,
2.96254,1.40719,
1.38206,1.57288,
0.842057,0.597528,
0.856345,1.28345,
1.20101,2.2824,
1.02165,0.991445,
1.74284,0.301016,
0.571629,1.58182,
1.66748,0.118776,
3.69673,0.41947,
2.72188,1.15708,
0.772792,1.48611,
1.93604,1.92231,
0.887704,0.189522,
0.310881,1.53211,
0.273461,2.19479,
1.34048,0.188915,
2.25233,0.898462,
0.647484,1.41155,
0.597895,1.4273,
0.910579,2.0617,
1.57325,2.25925,
1.57118,0.0515651,
1.14562,0.415625,
2.03011,1.32366,
3.16585,2.38605,
1.72074,1.11927,
0.575958,1.93573,
1.71196,1.19257,
0.963045,1.06208,
1.86122,0.901089,
1.07176,1.35027,
0.776514,0.317704,
2.16319,2.12964,
0.587373,0.215116,
0.475776,1.16651,
0.90089,0.636756,
1.39646,0.159337,
1.42542,1.90968,
0.205184,0.499413,
0.970706,1.80685,
2.17516,0.780544,
1.85714,0.75329,
3.09393,1.3649,
2.01791,1.61137,
1.00562,0.469374,
1.93179,1.2827,
2.53302,0.206379,
1.08748,1.04361,
1.10896,1.04659,
0.803899,1.64042,
2.17806,1.92166,
1.22384,2.07616,
0.78133,1.42747,
1.2563,1.41949,
2.0038,2.43511,
0.883472,1.29413,
1.1014,0.19529,
1.50085,3.08041,
2.11103,1.53195,
0.878622,0.835522,
1.76297,2.59207,
0.595952,1.96506,
1.73898,2.42843,
0.954578,1.46038,
0.816516,0.263345,
2.4133,0.754549,
1.82379,0.0827079,
1.67155,1.4327,
0.63743,1.29445,
1.16763,0.489809,
1.05328,1.08266,
1.7995,1.1896,
2.0518,1.15078,
1.36201,1.08796,
1.92746,1.55418,
2.00265,0.825324,
0.206989,1.7189,
1.72463,1.92573,
2.23596,0.271544,
0.909429,1.11121,
0.887564,1.2728,
0.26999,1.27874,
1.59303,1.43057,
1.08,1.25995,
1.44747,1.09995,
1.6509,1.52706,
0.517168,2.53312,
1.69614,1.42173,
2.13017,2.18921,
1.26068,0.463673,
1.48081,1.54554,
0.82894,2.35869,
0.476751,1.27031,
1.11784,0.918886,
0.664321,0.312451,
1.79448,1.58323,
0.854948,0.58309,
2.48665,0.299491,
1.01792,1.94892,
1.01455,0.624265,
1.57536,2.48464,
0.507391,2.82201,
0.671673,0.717638,
0.768567,1.22445,
1.8041,0.732151,
1.94496,0.456383,
0.958779,0.762777,
1.46804,1.39214,
1.36732,1.66652,
0.652314,2.24708,
0.484664,2.15996,
1.14546,0.754121,
0.848349,1.27522,
0.937127,0.832052,
0.664548,1.49338,
0.866502,1.22095,
0.577435,1.13894,
2.0575,2.54993,
1.702,2.0122,
1.00145,1.19609,
1.90914,0.725701,
0.69727,0.782166,
0.816938,1.12405,
1.18204,1.37595,
3.28548,2.74777,
2.66776,1.67478,
1.6209,2.68944,
2.27241,1.68825,
0.988327,1.72932,
0.59327,1.62565,
0.904921,1.55161,
2.07032,0.911962,
1.04051,0.372847,
0.74383,1.53236,
1.03923,2.00658,
2.51581,0.359683,
0.538499,2.08185,
0.805042,1.01691,
0.830889,0.808772,
2.48432,1.27352,
0.384699,1.321,
1.64572,0.241261,
2.26239,2.38398,
2.3995,1.3619,
0.59731,1.45031,
0.264217,2.99063,
2.19906,2.12495,
