x,y
0.779129,0.639733,
1.76521,0.744779,
0.993232,0.451668,
0.823346,0.649212,
1.04328,0.942277,
0.262823,1.31772,
0.466691,0.670207,
0.586452,1.24717,
0.265324,1.26337,
0.77234,0.697189,
2.18173,2.17029,
1.16088,2.32055,
0.880293,1.81483,
1.15433,1.44903,
1.82015,0.115159,
1.57987,0.274986,
0.430109,1.36783,
2.92515,0.930715,
1.13927,1.41311,
1.57601,2.5999,
1.5993,2.13437,
2.15094,1.27836,
2.18316,1.68937,
1.69018,1.66636,
1.48482,1.17674,
0.77315,1.34045,
1.18449,0.996021,
0.714063,1.56423,
0.620319,2.02393,
0.963892,1.98745,
1.09615,0.591293,
2.56624,1.41487,
1.88332,2.6527,
1.18383,1.43979,
0.463673,1.29122,
0.554322,1.9285,
1.15726,1.38937,
1.7505,0.727687,
1.2442,0.885371,
1.78232,1.08774,
1.99365,1.17363,
0.445403,1.39143,
1.3219,0.640933,
1.39119,0.708524,
0.165247,1.67,
0.965375,1.81373,
0.908271,1.70395,
0.246303,1.48104,
2.11755,0.937358,
1.40185,1.47543,
0.61771,1.22894,
0.945226,2.18515,
0.941692,0.500307,
1.28741,1.25046,
1.60715,1.44913,
0.708967,0.799451,
1.18458,1.83552,
1.10061,0.626402,
1.38807,1.18448,
0.878343,0.63912,
0.228933,0.923113,
1.18317,1.89387,
0.884066,1.09024,
0.692313,0.87748,
0.574293,0.672289,
1.49708,0.841989,
1.43095,1.37832,
0.728095,1.25254,
0.394731,0.813734,
1.53005,1.01837,
1.1484,0.259875,
1.82975,2.41467,
0.950838,0.384749,
1.98281,1.44747,
0.715766,0.92256,
1.05791,1.47434,
1.59943,1.32513,
0.997852,1.15339,
0.51011,1.90177,
1.26281,1.09061,
0.710088,2.28569,
0.464171,0.49054,
2.19489,1.73401,
1.01996,0.775831,
0.876485,0.829477,
1.70847,1.87606,
1.87884,0.634186,
0.781728,0.77438,
0.522605,0.711442,
2.35911,0.872676,
2.42763,1.08399,
0.633173,1.24054,
1.15722,1.52646,
1.71032,1.69487,
1.49956,0.434243,
1.0766,0.579784,
1.13654,0.208961,
1.33462,2.51269,
2.68719,0.289805,
1.9908,0.916897,
0.658529,1.06654,
0.587048,2.56609,
1.52817,1.33115,
1.88372,1.61292,
0.488566,0.358955,
1.54148,3.60517,
0.464417,1.73346,
3.00509,0.579215,
1.65606,1.33257,
0.678335,0.0982386,
1.53653,0.772141,
1.38338,1.44183,
1.64007,0.381926,
1.87598,1.98506,
1.85534,1.80213,
0.868627,3.3433,
0.741526,1.173,
0.716342,0.615425,
1.5854,0.907041,
1.1969,1.79822,
1.30204,2.21925,
0.565634,0.628708,
1.27228,0.478471,
0.465615,1.24643,
1.58519,0.971084,
1.24358,1.14051,
0.45183,0.386821,
1.37254,0.77966,
0.630263,2.96598,
1.24186,0.613284,
1.17137,1.48175,
0.492968,0.604724,
0.881181,0.401304,
1.12922,2.12098,
1.24159,0.511908,
1.97673,1.32088,
1.00139,1.64196,
1.63348,1.00414,
0.848626,0.417645,
1.11135,0.406204,
0.433504,0.672555,
0.828463,0.57864,
0.168536,1.37989,
1.26873,0.778901,
0.517538,0.321831,
1.58692,1.07841,
0.967172,2.06525,
2.14361,0.745195,
1.79435,0.347248,
3.17411,0.775473,
0.69617,0.646711,
1.43962,1.71305,
1.44988,0.630339,
1.23321,0.0593064,
1.11649,0.814046,
1.40342,1.1781,
0.632779,0.158021,
0.209499,1.17346,
2.14005,0.388832,
0.700554,2.8471,
0.291343,2.0709,
0.928972,1.92166,
0.668542,2.62,
1.08114,1.64059,
1.49567,1.19116,
0.251451,1.83213,
0.828157,1.61804,
2.03092,1.75912,
0.812607,0.840636,
1.33236,0.910362,
2.39866,2.98647,
0.456601,0.543646,
1.72505,1.15252,
0.885149,0.911338,
1.19412,1.14388,
3.52969,1.80201,
0.433489,0.600847,
1.54542,0.814673,
0.738063,1.01141,
1.92085,1.36107,
1.65269,1.98828,
0.385218,0.414701,
1.57317,2.07784,
2.00219,0.978973,
2.3563,1.45221,
1.49353,0.468629,
0.254915,0.918813,
1.56275,1.74029,
0.372341,2.53258,
1.04793,0.270109,
0.880356,0.542153,
1.15973,0.67655,
1.3203,1.91858,
0.810683,0.777946,
1.17153,1.42817,
1.2304,0.670067,
1.28857,0.8265,
2.28879,0.989871,
2.71371,0.367448,
1.25807,2.19322,
1.03622,0.644129,
1.14415,0.985682,
1.03583,0.572923,
2.43307,1.2141,
0.356933,1.54364,
0.627373,1.4983,
1.27159,0.622114,
0.0573572,1.61724,
0.88334,0.950093,
0.89997,0.511297,
2.5733,0.652386,
1.27544,1.36673,
0.419751,1.58208,
2.42771,2.6296,
1.08219,0.156084,
0.730844,0.647778,
2.29272,1.18953,
1.15082,2.32774,
1.32066,1.07638,
1.09814,1.8309,
1.37582,2.05206,
1.21488,1.12247,
1.90322,0.721675,
1.62507,1.03548,
1.95772,0.334374,
1.50216,1.5456,
2.36924,1.36976,
1.74982,1.99371,
1.49922,1.5919,
1.54476,1.96759,
0.416856,0.770469,
1.04346,0.70563,
3.80237,1.30734,
1.18449,2.03167,
1.89876,0.952081,
1.34166,1.41368,
0.77464,2.50622,
0.871604,0.121378,
1.92681,1.6535,
1.40923,1.80681,
1.46383,1.38988,
2.42189,2.25836,
1.66625,0.972872,
0.496081,2.52938,
1.51582,0.788255,
1.24294,0.300865,
1.30111,1.48608,
0.154772,0.570877,
1.10545,1.19719,
1.85669,1.0503,
1.04272,0.528453,
1.53761,1.59185,
1.35011,1.10287,
0.900813,0.960287,
0.605492,1.94163,
2.02866,0.452455,
2.17242,0.924376,
1.22515,1.04872,
2.26725,1.96838,
0.505814,0.562092,
0.709435,0.790234,
0.763771,2.0937,
0.535077,1.41701,
0.195325,1.04117,
0.86183,0.642765,
0.912869,1.15373,
2.03928,0.59739,
1.28422,1.71837,
0.280279,2.0158,
1.21092,1.96544,
1.00646,0.480442,
1.40657,1.68804,
0.638886,0.536316,
1.4982,1.66913,
0.43551,0.576338,
2.5113,2.23426,
0.83141,1.57325,
1.77026,1.07984,
1.96635,1.65948,
0.822429,0.570994,
0.62162,0.249528,
1.7918,0.133348,
1.06061,2.03608,
2.53262,0.253989,
