x,y
2.50239,3.38991,
0.74155,1.59118,
1.62692,2.08182,
1.31997,1.73746,
1.07258,0.451982,
1.77562,0.754442,
1.78393,2.37191,
0.903172,1.95798,
0.671824,0.978689,
0.748651,0.695733,
0.660307,0.59852,
0.843406,2.59472,
1.46978,1.08884,
1.53318,1.31553,
1.21357,0.175283,
1.61577,2.07503,
1.31201,2.4062,
1.57539,1.45141,
2.3733,0.459488,
2.14503,0.882293,
2.07479,1.63154,
1.00372,0.626901,
0.521475,1.68031,
1.93225,1.16129,
2.11913,2.28884,
1.06635,1.31392,
0.6043,1.09372,
1.19711,0.928473,
1.28903,0.302585,
2.14503,1.12483,
0.817824,0.612658,
1.47385,0.99877,
0.849575,1.56505,
1.9428,1.84259,
1.3789,1.25528,
0.830862,1.24523,
1.50468,1.1699,
0.890725,0.842409,
1.6448,1.06665,
1.33984,1.5582,
1.29107,1.80649,
2.08394,1.20728,
1.17056,0.451938,
0.319041,2.26808,
1.25263,1.78042,
0.893476,1.38542,
0.435878,0.805749,
0.907358,1.43733,
1.66662,1.22168,
2.71708,0.267766,
1.3088,1.44672,
2.14353,0.238356,
1.46022,1.07088,
2.38053,1.98836,
0.606008,0.691777,
2.24603,1.31108,
0.968351,0.492461,
1.12959,1.29068,
1.50794,2.71334,
1.2646,2.37227,
1.26007,1.84922,
0.581142,0.750663,
1.84036,1.72828,
1.25716,0.906055,
0.980141,2.1,
1.3227,1.32172,
1.44212,2.37989,
1.08962,1.70286,
1.36277,1.30383,
0.655041,2.10388,
0.664518,1.18632,
1.7581,1.64779,
0.423119,2.26824,
1.4367,2.24175,
2.32459,0.872589,
0.650879,1.9654,
0.849893,0.64015,
2.2195,0.822666,
1.26941,1.41115,
1.48066,1.74682,
0.79467,2.45106,
1.12001,0.688681,
1.83422,0.758074,
1.56566,1.42765,
1.8832,0.385713,
1.29876,0.881228,
1.45317,1.99854,
1.25893,2.19186,
1.29576,1.55359,
0.816794,0.811114,
1.52697,0.652694,
0.839521,1.69666,
2.37814,1.67684,
0.807036,1.35959,
1.56427,1.43145,
1.43444,2.44295,
1.81815,1.11786,
1.48757,1.92461,
2.32657,1.24232,
2.45649,2.19109,
3.57013,2.04834,
0.255679,1.53937,
1.29877,0.787077,
1.99253,0.84794,
0.210286,1.18559,
2.1458,0.542247,
1.179,0.941836,
0.821604,0.583473,
0.671673,0.398169,
1.82145,1.55617,
2.24552,0.753607,
0.42691,0.210444,
1.00712,1.48345,
0.594934,0.957625,
0.889576,0.981733,
3.28497,1.74328,
0.291273,1.44394,
2.18875,0.513229,
1.13855,0.997061,
0.48471,1.15799,
0.892777,1.51778,
0.745949,1.15395,
1.80862,2.00544,
0.837459,2.99818,
1.37648,0.504077,
1.90142,2.35816,
1.16976,1.13688,
0.783169,0.983065,
1.26803,2.02681,
0.822637,0.679586,
1.53717,1.83477,
0.491828,0.39701,
1.30603,2.07455,
0.549882,0.933345,
2.39733,0.728977,
1.16409,0.654482,
0.13517,1.45748,
0.607903,1.43287,
0.94309,0.959825,
1.544,0.793846,
1.46433,0.188172,
1.3783,1.08426,
0.490974,1.21098,
1.82883,0.837672,
1.31064,1.37137,
0.372775,1.70071,
2.75289,0.480438,
1.59062,1.49484,
1.49781,1.30383,
0.975705,1.26942,
0.936166,0.556969,
1.34092,0.813771,
0.335114,0.971448,
1.3738,0.559203,
1.77454,1.95628,
0.125795,1.41357,
0.228266,1.84351,
0.652549,0.99512,
1.86516,1.41664,
1.41869,2.87955,
0.412374,1.03657,
1.42036,1.82195,
0.609605,0.841154,
1.07055,0.782571,
2.0907,2.06785,
1.63231,2.6981,
0.854869,2.52369,
1.64963,1.5637,
0.846422,1.02334,
1.96604,1.06098,
2.15359,0.458784,
1.78003,1.04942,
0.50029,1.61968,
1.35,0.999639,
2.18998,1.39553,
0.894772,0.939428,
1.91742,1.68296,
0.643618,1.16408,
0.722792,0.554788,
1.12755,1.11733,
0.994825,0.195607,
1.63477,0.654713,
0.797368,1.63996,
1.40346,1.92888,
1.73164,0.494692,
1.45773,2.50352,
1.52257,1.8748,
0.603629,1.41463,
0.377614,1.47336,
1.37905,0.43866,
1.30116,1.86018,
1.23812,0.725214,
2.09276,1.05588,
0.417198,1.36144,
1.13491,2.6936,
0.314051,1.35437,
0.566931,0.129049,
1.46101,2.13253,
0.775339,0.911001,
0.82904,2.22207,
1.72616,1.18429,
0.975399,1.41451,
1.35887,1.60325,
0.35827,0.835856,
1.3679,0.505653,
1.42151,2.75868,
1.00471,1.50577,
0.887817,1.34766,
0.9212,0.416638,
0.236417,1.47828,
1.18244,0.440782,
2.03169,0.379367,
2.58097,0.473901,
0.525378,0.387644,
2.46716,2.31733,
1.34568,0.371065,
1.65889,1.81664,
0.726996,0.182997,
1.99952,1.52489,
0.995381,1.68344,
2.29697,0.687019,
1.66841,1.75628,
2.09961,1.47569,
1.63108,1.17691,
1.63639,2.19155,
0.551492,0.531071,
1.21337,0.46483,
1.30786,1.14434,
0.953651,1.18862,
0.567052,0.711365,
1.00296,0.18469,
0.410529,1.68287,
1.21847,1.1042,
0.75369,0.418785,
0.959692,2.09264,
0.614982,1.80313,
1.79804,0.571317,
1.18099,0.980483,
0.853889,0.471093,
1.0175,3.43208,
0.84553,0.775895,
1.05057,1.67249,
0.984499,1.25246,
1.44026,1.10227,
4.6045,0.853071,
2.24146,3.16544,
1.34978,1.37048,
0.579523,0.411028,
2.63364,0.205633,
4.02107,1.71755,
1.5441,1.17377,
0.737802,0.728365,
0.762363,2.01592,
1.75642,1.21066,
1.5735,0.626496,
1.22575,0.842564,
1.84169,0.110979,
0.934387,1.18127,
0.490501,2.35799,
1.39469,2.32931,
1.23412,0.881723,
0.658501,1.22017,
1.16052,0.591656,
1.72579,0.441875,
2.30016,0.77853,
0.396842,1.09485,
0.852352,2.94974,
2.70025,1.32083,
2.31686,0.0827102,
0.303108,2.68983,
0.531045,2.31223,
1.49849,1.22908,
0.497189,0.753998,
0.643285,1.6271,
0.851897,0.0929903,
1.39808,0.666568,
2.16081,2.93035,
2.28392,0.861872,
2.02341,0.821276,
0.667364,1.21647,
0.453894,1.02721,
1.41058,1.37419,
0.331662,1.63308,
1.38862,0.387489,
1.63828,0.93424,
1.84857,1.365,
2.04813,2.51937,
0.0334102,1.26024,
2.62239,1.48726,
1.09372,1.70075,
0.986486,1.00616,
1.51798,1.11242,
0.823888,2.01356,
0.956291,0.974969,
0.490012,1.66609,
0.784696,1.57836,
1.57698,1.94843,
2.02899,0.284525,
0.366187,1.42688,
1.09686,1.04542,
0.897416,1.85881,
1.70556,1.58211,
1.50151,1.57218,
1.26083,1.00473,
0.342296,1.10986,
2.42107,0.751786,
0.0585972,1.05064,
0.663664,1.3385,
1.46376,0.318857,
1.27229,1.3209,
2.27494,0.902304,
0.904227,1.70263,
0.446846,2.68794,
2.22393,1.04987,
1.60425,1.63454,
1.58623,1.9529,
1.8135,0.524158,
1.8449,1.00974,
1.87389,1.59975,
0.334889,2.36331,
1.98274,0.77541,
1.60479,1.35225,
1.54455,0.392087,
1.1199,0.225599,
0.74406,1.00358,
0.146291,1.59354,
0.867068,1.23357,
0.942953,1.13764,
1.67764,1.59419,
1.21968,1.43408,
0.523251,1.71026,
0.731206,0.516724,
0.816938,1.53855,
1.41712,1.66313,
2.04512,1.79466,
2.03364,1.42311,
2.18518,1.18372,
0.601742,1.98932,
0.660689,1.60964,
1.59972,0.564651,
1.6918,0.937066,
1.65607,1.92258,
1.72567,0.695038,
0.997471,1.09511,
1.32537,0.463427,
1.71333,1.74414,
0.62341,1.41064,
0.692178,2.45847,
0.431063,2.36247,
0.898672,1.11237,
1.83109,0.588857,
0.989381,0.624801,
0.579051,1.58739,
0.976852,1.05471,
2.54528,0.390625,
0.77284,0.430398,
1.71639,2.22074,
1.87268,0.972926,
0.388314,0.89769,
1.49965,1.14401,
0.938307,1.21757,
1.80361,0.855924,
2.86859,1.02917,
0.944083,1.40315,
0.760159,1.51384,
2.12937,0.776399,
1.78623,1.38603,
0.971436,1.77206,
1.56858,1.89872,
2.07545,1.3917,
0.965449,1.22534,
1.65608,1.08371,
0.239855,0.435783,
1.45975,1.20279,
0.984404,0.880196,
0.623932,1.49128,
0.648166,0.493451,
0.983956,0.97064,
0.763756,0.643284,
1.39608,1.46411,
0.299885,0.715325,
0.827435,1.23983,
1.61862,0.983151,
0.940669,1.52249,
0.639021,0.460211,
0.220584,0.802441,
2.10825,1.8217,
1.18761,0.847,
1.96857,1.48967,
0.688321,0.318495,
0.115142,1.74201,
2.31131,2.34212,
0.537375,1.8774,
1.12802,2.11093,
0.826629,0.709655,
1.33481,0.960725,
1.23921,1.58911,
1.82596,1.79473,
0.882626,0.942798,
1.46977,2.26212,
3.39304,0.699994,
0.480873,1.56943,
0.116059,2.89533,
1.29468,2.6492,
0.782588,1.53953,
0.697432,1.42662,
1.62248,3.22245,
1.67105,1.61567,
1.02263,0.520549,
1.14263,1.25442,
1.2584,1.2065,
0.0870419,0.953379,
1.0061,1.65937,
1.66006,1.68718,
1.37022,0.620049,
1.49183,1.17746,
0.362859,1.05542,
1.11558,1.39906,
1.51849,1.24808,
1.11041,1.37376,
0.963686,0.666719,
0.522835,2.45626,
0.48422,1.69668,
1.24116,1.10892,
1.53261,2.31533,
2.07513,2.72208,
1.38836,1.12239,
1.32792,1.75174,
1.25299,1.88954,
1.42926,2.01581,
1.38632,2.35718,
1.97788,0.742535,
1.35175,1.23999,
0.337607,1.73686,
1.31896,0.138379,
1.93684,0.800736,
1.41581,1.60879,
2.1008,1.71977,
0.632027,0.487377,
1.27368,0.735391,
1.33106,0.505466,
0.297307,1.15072,
1.78038,0.156852,
2.68302,2.14282,
0.286003,1.62826,
1.12229,1.23969,
1.75417,0.364205,
1.86979,1.64249,
0.774664,1.9664,
0.534791,1.37439,
1.54926,1.05643,
1.40247,0.916424,
1.27035,1.87689,
0.68937,0.189305,
1.296,0.562717,
0.828054,1.26683,
1.27423,1.04036,
1.98188,1.47198,
1.67965,0.417926,
2.20075,0.155155,
0.932066,1.71504,
1.11615,0.402325,
0.158034,1.05685,
2.30874,2.09635,
3.46948,0.957696,
0.868078,1.08569,
1.39103,2.61018,
1.26595,0.249848,
2.00194,1.10423,
2.14296,0.639858,
3.0207,0.208495,
0.75254,1.24021,
1.63093,0.188674,
1.19494,1.33202,
1.0962,0.790019,
0.63303,1.03648,
0.184746,1.0069,
1.0251,2.38431,
0.776733,0.489062,
1.05846,0.835555,
0.506939,0.532492,
1.00876,1.46454,
0.970683,1.77716,
0.880735,1.43087,
0.552189,1.69161,
1.27567,0.783571,
0.410033,0.933609,
0.630756,1.22955,
0.894447,0.879675,
0.708038,0.458942,
0.0244232,0.34175,
0.64028,0.333552,
0.510435,1.23486,
2.6151,1.46183,
0.612885,1.23861,
1.20837,0.320134,
2.14536,0.690424,
1.27212,0.907204,
0.626676,1.90063,
0.183726,1.25884,
0.220643,1.50066,
1.97423,1.18317,
0.991612,1.56441,
1.6903,0.622502,
2.36673,1.37406,
0.238861,0.620902,
1.10406,2.49364,
1.07969,0.858401,
0.989717,0.694135,
0.996671,2.71714,
1.53756,0.894134,
2.12314,0.898914,
1.05864,1.79946,
0.215241,0.466448,
0.879665,1.99895,
1.3786,1.15969,
1.13979,0.510989,
2.55545,0.196529,
1.93854,0.656863,
1.74278,1.1594,
0.853012,1.44979,
1.88762,2.11897,
0.774251,2.39131,
1.79138,2.62679,
0.942548,1.70642,
0.37237,0.437034,
1.8801,1.59999,
1.51372,2.16412,
1.63336,0.475331,
0.932567,1.36742,
1.03987,1.59174,
0.420501,0.892401,
0.907363,3.29528,
0.841427,1.98838,
0.6236,1.06093,
0.579255,0.82671,
1.86446,0.997012,
0.187465,0.971843,
1.04948,2.007,
0.396457,0.267573,
1.53175,2.2976,
2.19129,0.716851,
2.83887,1.26901,
1.20168,1.61865,
0.62084,2.25009,
1.40604,1.01603,
0.253462,1.10616,
0.324375,0.644858,
2.92406,0.797956,
0.702944,2.65856,
0.639983,0.952524,
1.71209,0.456034,
1.60309,0.871382,
1.51383,0.771522,
1.47686,1.2503,
1.96956,0.998344,
2.27402,1.42399,
1.26524,0.770494,
0.580654,1.78982,
0.318406,1.22744,
0.383014,0.745546,
0.262068,1.82171,
1.06392,0.72077,
1.12293,1.90919,
0.504162,1.1274,
1.22246,0.527416,
2.18783,0.916798,
1.76933,1.65816,
0.817064,1.17108,
1.89045,2.19208,
1.07466,0.290461,
2.74802,1.38357,
0.783093,2.63314,
0.832474,1.4703,
1.09424,1.83455,
1.21286,1.8818,
2.0534,1.38431,
1.17403,0.75555,
1.36725,1.55552,
0.95633,1.08985,
1.01597,2.3919,
1.81117,0.703556,
2.10209,1.97879,
1.39874,1.54633,
1.18143,0.906081,
1.24242,0.488739,
1.49696,0.19817,
0.0690036,2.16978,
0.200753,1.84146,
1.59848,0.567286,
0.938406,0.952395,
1.7341,0.3283,
0.877603,0.440201,
0.645261,0.492477,
0.33876,0.708954,
2.04418,1.28732,
0.29346,1.83468,
1.92064,0.756481,
2.76964,1.10785,
0.757247,0.263467,
1.02472,1.49615,
1.451,1.75341,
1.04409,1.91057,
2.75114,0.280447,
1.50651,0.885456,
1.64709,1.1108,
0.595485,0.713786,
2.1046,0.656109,
1.26811,1.6104,
0.893787,1.17075,
0.335562,1.59939,
2.13241,1.34363,
0.740624,0.550724,
0.276618,0.239434,
0.952431,0.211139,
1.22804,1.56545,
0.287531,0.645679,
0.952273,1.41372,
1.50081,2.37719,
0.464167,0.614876,
2.23008,0.272228,
0.409889,1.50875,
0.780747,0.740452,
0.631774,1.70966,
1.97842,1.92631,
0.498253,1.34049,
0.645931,0.376797,
2.08,0.846973,
2.02148,0.637062,
2.35747,1.41806,
1.78873,1.6219,
1.39021,0.559856,
0.642703,1.3846,
0.736417,0.444622,
0.562825,0.892348,
1.42616,0.286081,
1.25203,0.569073,
2.9232,0.969144,
2.2324,2.20878,
0.702653,0.26046,
1.90235,1.4381,
0.498499,0.450789,
1.30056,0.208881,
1.89194,0.903056,
1.32353,0.890884,
2.15538,2.38787,
1.54406,0.907573,
0.480433,1.19799,
1.66387,1.96149,
0.333067,0.553698,
0.99898,3.5343,
1.0205,0.816779,
0.712866,1.92351,
1.93952,1.93145,
2.28628,0.201836,
0.795947,1.46887,
1.98079,0.584352,
0.540149,1.16642,
0.678434,1.13288,
1.46071,0.701944,
0.579353,0.94776,
1.91137,0.414398,
1.20674,1.5198,
0.680899,1.61193,
1.6307,1.12377,
3.16393,1.26851,
1.16306,2.70142,
1.10536,0.731412,
0.801741,0.746906,
1.43437,1.04483,
2.58361,0.946541,
0.874206,0.911164,
1.34368,0.983214,
2.73615,2.13134,
1.95836,2.11215,
0.99065,0.304048,
1.01032,0.747347,
1.37775,0.679321,
1.00531,2.38102,
0.684383,0.679713,
1.08215,1.02131,
0.343729,0.657819,
0.221233,0.816057,
0.622613,0.706242,
1.36277,1.67643,
1.72484,1.50672,
2.36306,1.52699,
1.61032,1.46287,
0.267488,0.822511,
1.05634,1.48644,
1.27079,1.99965,
0.411258,1.91517,
1.48243,1.369,
1.27624,0.613598,
1.04399,1.19682,
1.27853,0.541629,
2.14553,0.524712,
0.736324,1.76241,
2.63553,0.93053,
1.47956,1.91811,
0.172069,1.84337,
0.749675,2.2747,
1.79269,0.509712,
0.51943,0.324475,
1.54191,1.10021,
1.04964,0.558117,
2.92556,1.07658,
1.75416,3.5186,
1.69325,0.790343,
1.73636,1.0742,
1.05917,1.11333,
2.60863,1.36554,
3.68347,0.827534,
0.4322,0.975899,
1.47688,0.52996,
1.62027,2.15874,
1.19483,1.8254,
0.175337,1.31719,
1.07734,0.808189,
1.03124,1.33876,
1.43052,1.20398,
1.58824,1.90126,
2.85437,0.874646,
1.16049,1.79646,
0.663242,1.67792,
1.15948,0.488037,
0.221362,3.32837,
0.758506,1.31415,
0.186971,0.963986,
0.48006,1.06606,
0.219685,0.600428,
0.687569,1.54711,
0.66502,1.29595,
0.582611,0.595328,
0.883281,1.70478,
1.63836,0.967694,
0.791994,0.497502,
0.550726,1.10587,
1.3037,1.1091,
0.707245,1.2359,
1.00144,1.60012,
1.49427,2.0269,
0.96215,1.86046,
1.71826,0.926213,
1.24176,1.13791,
1.1914,1.28858,
0.451831,0.757155,
1.54996,1.47033,
1.14827,1.28283,
1.59759,1.3938,
2.51263,1.82151,
1.10607,1.9417,
1.06163,2.06622,
0.438114,1.59399,
3.28242,1.57742,
0.780426,1.46767,
0.688815,0.983099,
0.806408,0.159403,
0.740793,1.14814,
1.17999,1.25397,
0.0427418,0.963722,
0.078113,0.216057,
0.864888,0.249624,
1.21593,0.314937,
0.977992,0.62335,
1.68593,2.07231,
0.231122,0.989948,
0.918051,0.974726,
0.801079,1.61783,
2.75482,0.319781,
1.17529,1.57234,
0.72796,0.793634,
1.74677,0.768525,
2.74484,1.70698,
1.23827,1.53047,
3.01817,2.24597,
1.11077,0.578391,
0.447676,0.845028,
1.56314,0.445981,
1.29948,0.429896,
0.632968,2.82999,
1.05842,1.98719,
1.48276,1.41982,
1.22395,1.67524,
1.16722,0.432691,
1.08419,1.32524,
1.20158,0.36409,
2.10277,1.15192,
2.54081,0.618258,
1.13458,0.558672,
2.54134,0.84715,
0.986299,1.05209,
0.638722,1.39088,
0.903089,1.28808,
1.27308,2.11652,
2.6876,0.6048,
2.12735,1.3231,
1.76169,0.74041,
0.933781,1.49622,
0.577801,2.31252,
1.10986,0.984869,
1.2239,2.35831,
1.1386,1.30401,
0.877528,1.21394,
1.9548,1.21877,
1.80888,1.83642,
1.10354,1.612,
0.4646,0.944338,
2.81135,1.29844,
1.19627,1.01207,
1.03139,0.219456,
2.58775,1.99704,
0.502776,0.617849,
1.53955,2.43299,
0.553914,1.28096,
0.20623,2.27166,
0.176659,1.93589,
0.971965,1.78857,
1.27832,1.68284,
0.41164,1.89527,
0.957849,2.18737,
1.85973,0.708572,
1.96961,0.88559,
0.771591,1.16688,
0.54532,2.04789,
1.93177,1.20174,
2.43535,1.69278,
0.422569,0.758382,
0.249396,1.57473,
0.961838,0.88247,
1.91505,2.05062,
1.72254,1.66594,
2.32908,1.29731,
0.297174,1.84124,
1.33209,1.35686,
0.47182,0.301084,
1.15983,1.18796,
0.533422,0.663852,
2.60197,2.50202,
1.57004,1.98418,
0.802177,0.546907,
1.74944,1.50112,
1.65065,1.90589,
1.2203,1.5336,
1.29508,1.5723,
1.29396,1.12071,
1.77416,1.5812,
1.41932,0.813768,
2.60529,1.05524,
1.04763,1.2087,
1.32578,1.5153,
0.761895,2.0286,
1.88932,1.81068,
2.04564,1.18019,
0.471584,0.362362,
1.02737,2.22916,
0.935437,1.04116,
0.880056,1.05533,
1.0248,0.376569,
1.31358,0.820092,
2.99136,1.62854,
0.938911,1.04535,
1.666,0.44239,
1.40835,1.14491,
0.593638,2.44453,
0.181098,1.84535,
0.970105,0.873352,
1.69652,1.08064,
0.977396,0.695516,
1.00439,0.425276,
0.98022,2.73025,
1.25484,0.601715,
0.213308,1.00687,
1.56001,2.13454,
0.331412,1.50451,
1.04417,0.847357,
1.41763,1.09689,
1.75082,0.935034,
0.904291,0.315274,
0.944235,1.20433,
1.54966,0.362474,
1.37605,1.71274,
1.7248,3.0719,
2.35075,0.96949,
1.74079,1.64957,
0.557101,2.10138,
2.38167,1.11763,
0.881677,0.868682,
2.30239,2.02941,
0.947519,0.726956,
0.515228,1.99431,
1.14,0.905146,
1.05708,0.63759,
2.03463,1.9076,
0.24343,2.63776,
0.858352,0.945163,
1.18829,1.2797,
1.30615,0.94188,
0.630393,1.22117,
1.23047,1.20263,
1.06456,0.69446,
2.06199,1.94822,
0.261072,1.76156,
1.06536,1.46345,
1.67358,0.650051,
0.246062,0.543457,
0.89035,0.76902,
1.86301,1.19997,
0.793409,1.56421,
0.730983,0.941473,
1.92132,0.503454,
1.88892,1.69689,
0.438819,1.93535,
1.78613,0.854904,
2.81048,0.723731,
1.73081,0.580881,
1.94201,0.229628,
0.554383,1.18465,
1.45438,1.94593,
0.062881,1.35665,
2.51555,3.00294,
1.82881,1.83202,
0.862443,1.32051,
1.42346,0.534608,
0.909114,2.00465,
0.508268,1.03008,
1.45539,2.53469,
1.5102,0.819111,
1.22068,1.16656,
0.744338,1.29222,
1.50105,0.90183,
0.612539,1.33992,
1.31418,1.97704,
2.49175,1.28067,
0.648904,1.69529,
1.6402,2.07719,
1.32932,0.318194,
0.364481,1.32007,
