x,y
1.38145,1.35721,
1.08443,0.582783,
0.636953,0.572353,
0.60255,2.17115,
0.535034,1.08491,
1.91312,0.492093,
1.48024,2.80929,
1.40941,1.9814,
0.879691,1.03936,
1.58773,2.64785,
0.397652,0.381037,
0.232397,0.760706,
1.58363,1.88145,
1.77703,1.2265,
0.764716,0.628095,
0.926981,0.622761,
0.940141,1.41892,
0.384255,0.976541,
1.01636,1.82407,
0.137156,1.93184,
1.4101,0.384056,
0.59243,1.2376,
1.28426,1.86894,
1.91099,2.35576,
2.35469,1.12742,
0.320794,1.02282,
0.839359,0.82342,
2.51697,1.06559,
0.992189,1.52219,
0.53266,0.982305,
0.734812,1.01493,
2.42614,0.372406,
0.342096,1.08069,
1.42457,0.785356,
2.16422,1.23671,
1.21338,2.05238,
2.12368,0.723035,
2.20816,1.94635,
1.28573,0.787398,
0.526453,2.43374,
0.171596,1.98985,
1.48099,0.269992,
0.449772,1.01489,
1.88588,0.815947,
1.8256,0.603265,
0.94522,2.48243,
0.973852,2.29842,
0.470782,0.631389,
0.291697,2.50903,
3.12836,1.33898,
2.16611,0.767839,
0.920113,0.199317,
1.35306,0.322499,
0.593445,0.141488,
1.13053,0.510537,
1.15445,1.40887,
1.82815,0.973227,
1.60552,1.17056,
1.04814,1.57921,
1.39791,1.79575,
0.997578,0.60238,
2.55726,2.02304,
0.134609,1.349,
0.752476,2.28542,
1.37702,0.418657,
0.273242,0.564198,
2.01026,2.20686,
1.49375,2.89482,
2.00663,0.576677,
1.05435,0.457781,
2.05024,1.95298,
0.942711,1.353,
2.10845,1.84381,
1.87542,0.767033,
1.93709,1.54941,
0.245096,0.937482,
0.692278,2.26213,
1.02855,1.49181,
1.63352,0.446845,
0.838328,1.18489,
0.467807,0.666356,
1.11028,1.87197,
1.91055,2.68057,
1.58025,2.11092,
1.67103,1.13988,
1.7925,0.820634,
1.82059,0.36857,
1.9556,0.75033,
0.702821,1.61441,
1.96694,2.07419,
0.987172,0.20071,
1.94787,1.42081,
2.10977,0.868816,
0.579397,1.43265,
1.68881,0.614023,
1.2795,1.28513,
1.39969,0.521519,
0.573901,1.57617,
1.22792,0.88485,
1.31852,1.44937,
1.93734,0.266522,
2.38731,1.52695,
1.26542,0.848001,
0.351077,0.966772,
0.973369,1.08627,
2.31484,0.567972,
2.18485,1.14639,
1.17332,1.8221,
1.22466,0.962942,
2.05675,0.806351,
1.60884,0.937274,
1.525,0.619378,
1.35867,1.49529,
2.12548,0.671857,
1.21341,1.15437,
1.52422,0.872108,
0.716679,1.15309,
1.80173,1.371,
2.03589,1.55707,
1.49162,1.17362,
0.981537,0.682577,
3.31752,1.85988,
0.43271,2.85147,
0.92075,0.775541,
0.468665,0.456556,
1.77824,0.875954,
1.28721,1.55684,
1.28814,1.20948,
1.91173,1.07663,
1.44128,1.88877,
1.89198,1.77156,
0.670538,2.81109,
1.94019,1.76139,
2.20563,1.63321,
1.20984,0.615012,
1.54242,0.689791,
1.78494,0.430723,
2.00724,1.89773,
0.798726,1.50083,
0.776753,1.35544,
0.836002,2.98184,
0.221578,0.68968,
1.07779,1.36819,
1.11438,1.59241,
0.733272,1.61403,
3.07383,0.494456,
1.11361,0.982764,
1.78872,1.70487,
1.14896,0.660569,
0.874209,0.826402,
0.683979,1.81908,
2.11202,1.26605,
0.747629,1.32679,
1.26647,0.705861,
0.97601,1.66374,
3.06303,2.22368,
0.636058,0.663806,
0.993713,0.639073,
1.25832,1.35635,
0.766221,1.36346,
1.73108,1.9354,
1.28601,1.82641,
1.06141,2.73301,
1.27614,0.310494,
2.27399,1.8636,
2.97186,0.574215,
1.4875,0.630398,
1.23615,1.24277,
0.4458,0.89189,
1.19564,0.872329,
1.91126,0.818324,
1.25058,2.32874,
2.48369,2.21218,
2.15691,1.49229,
1.59522,2.23432,
2.49442,0.64082,
1.64554,0.918908,
0.291716,0.490148,
1.18817,0.433143,
1.56228,1.29646,
1.01174,1.39149,
1.49273,0.852333,
1.15266,2.78748,
2.42646,1.20657,
0.465054,0.58086,
1.50411,1.58938,
1.42639,1.10818,
1.56867,1.03644,
1.33814,2.30027,
1.76724,0.548313,
0.633045,1.80774,
2.01453,0.578402,
0.880801,0.246594,
2.30806,0.241283,
2.17307,1.47978,
0.747585,1.56983,
1.95851,0.554246,
1.41222,1.57625,
1.53563,1.29933,
2.45528,1.48792,
1.10981,1.45891,
0.432045,0.58227,
0.893104,1.25933,
1.4887,0.765158,
0.839033,3.05687,
0.148751,1.40792,
0.419472,1.34774,
0.643948,1.06954,
1.22887,0.872684,
1.57794,0.735662,
0.965312,0.99394,
0.619684,1.91617,
0.560079,1.65564,
1.9781,1.61026,
1.32182,1.12332,
1.43421,1.41243,
1.74713,1.10224,
0.976392,0.221309,
0.681622,1.11712,
1.05306,1.13461,
1.6573,1.48263,
0.612958,0.749415,
0.693778,0.488464,
1.20787,0.880484,
1.34458,2.00184,
1.81855,1.35942,
0.98027,2.63648,
1.7458,2.35992,
0.324721,1.83159,
0.813596,2.18889,
0.54149,0.372877,
0.533675,1.99973,
0.542164,0.307595,
1.68948,1.85767,
0.803238,0.946917,
1.11875,1.34105,
2.37174,1.40939,
2.72567,1.3695,
0.65074,2.07087,
1.91346,1.07113,
2.59213,2.099,
2.36718,1.70288,
0.87404,0.170889,
1.78947,0.901203,
1.00288,1.44512,
0.156898,0.775055,
1.3865,0.840733,
0.243466,2.60557,
1.63154,0.45759,
1.54996,0.260181,
0.615514,0.958805,
1.83307,0.688839,
1.53847,2.19259,
0.609061,0.503612,
0.690364,1.30463,
0.870232,1.02256,
1.48428,0.452715,
0.966308,1.23647,
1.52326,0.92314,
2.34043,0.679785,
0.6679,1.7168,
1.59114,0.910577,
0.448315,0.435215,
1.43023,0.542663,
0.767238,1.58147,
2.36716,1.02883,
2.16013,1.92475,
1.46757,1.29432,
1.36404,0.812803,
0.131339,0.877583,
0.175445,1.43121,
1.66839,1.95924,
0.342641,2.44634,
0.944881,1.1756,
4.11302,1.79918,
1.20306,2.2012,
1.26222,1.72178,
2.20553,0.0495745,
1.52798,0.632127,
1.6046,1.38755,
0.438642,1.32692,
1.48028,0.963595,
1.5622,1.52463,
0.733793,1.14366,
2.24305,0.585767,
0.5058,0.66952,
2.07541,1.30728,
0.919668,0.587766,
0.988655,0.79047,
0.909762,0.950455,
0.400268,0.208508,
1.64688,1.72086,
0.883871,0.658514,
0.409113,1.25945,
1.22301,0.990391,
1.21113,2.30197,
2.07373,2.53601,
0.469003,1.23189,
0.766186,1.50147,
1.07274,1.9953,
1.81813,3.58816,
1.73925,0.573157,
2.26173,1.95153,
0.880674,0.791953,
1.16036,0.98096,
2.85623,0.591578,
0.897048,0.908481,
0.850328,1.30755,
0.804468,1.16119,
1.37197,0.615894,
1.86291,0.949619,
0.284306,1.10505,
1.70658,2.30254,
0.77095,2.09812,
1.82832,0.562333,
0.907531,2.6237,
0.87279,1.84532,
0.564742,2.36246,
0.92456,1.84927,
1.80626,2.05318,
0.153402,2.25576,
1.42685,1.20819,
2.27915,0.652902,
1.04447,2.26722,
0.918496,0.76213,
0.976704,1.01401,
1.06,0.868299,
0.237359,0.566407,
2.39292,1.47653,
1.00767,0.784016,
2.53255,1.64724,
0.543306,0.878688,
